id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
353812,US-6774,heliport,Regional Health Services of Howard County Heliport,43.380684,-92.117803,1326,NA,United States,US,Iowa,US-IA,IA,Cresco,0,0IA6,NA,0IA6,NA,NA,NA,0,2022-03-29T21:24:40Z
347085,IA53,heliport,MercyOne Dyersville Heliport,42.476711,-91.130117,960,NA,United States,US,Iowa,US-IA,IA,Dyersville,0,IA53,NA,IA53,NA,NA,NA,0,2021-08-16T16:56:20Z
346733,US-4914,heliport,Air Evac 59 Heliport,40.62671,-91.38473,556,NA,United States,US,Iowa,US-IA,IA,Fort Madison,0,NA,NA,NA,NA,NA,NA,0,2021-07-29T01:09:52Z
505726,US-7426,heliport,Grundy County Memorial Hospital Heliport,42.359582,-92.762935,1028,NA,United States,US,Iowa,US-IA,IA,"Grundy Center,",0,IA28,NA,IA28,NA,NA,NA,0,2022-12-24T01:25:46Z
324658,US-0607,heliport,Guttenberg Municipal Hospital Heliport,42.786033,-91.099941,655,NA,United States,US,Iowa,US-IA,IA,Guttenberg,0,IA60,NA,IA60,NA,NA,NA,0,2017-08-06T22:36:37Z
322061,US-0394,heliport,Blackberry Ridge Heliport,41.6934,-91.5223639,713,NA,United States,US,Iowa,US-IA,IA,Iowa City,0,IA03,NA,IA03,NA,NA,NA,0,2017-02-05T11:00:44Z
352770,US-6490,heliport,Van Buren County Hospital Heliport,40.73689,-91.95736,624,NA,United States,US,Iowa,US-IA,IA,Keosauqua,0,NA,NA,NA,NA,NA,NA,0,2022-02-16T12:24:40Z
347735,US-5183,heliport,Jackson County Regional Health Center Heliport,42.046308,-90.656858,752,NA,United States,US,Iowa,US-IA,IA,Maquoketa,0,IA65,NA,IA65,NA,NA,NA,0,2021-09-19T11:00:43Z
352231,22IA,heliport,Marengo Memorial Hospital Heliport,41.802079,-92.072296,739,NA,United States,US,Iowa,US-IA,IA,Marengo,0,22IA,NA,22IA,NA,NA,NA,0,2022-02-01T21:50:54Z
529884,US-8472,heliport,Mercy Marion Emergency Department Heliport,42.03463,-91.57378,861,NA,United States,US,Iowa,US-IA,IA,Marion,0,28IA,NA,28IA,NA,NA,NA,0,2024-05-18T17:24:16Z
355672,US-6956,heliport,Unity Point Marshalltown Heliport,42.000789,-92.915239,994,NA,United States,US,Iowa,US-IA,IA,Marshalltown,0,98IA,NA,98IA,NA,NA,NA,0,2022-07-16T14:57:35Z
347084,US-5001,heliport,MercyOne North Iowa Medical Center Heliport,43.150401,-93.21532,1147,NA,United States,US,Iowa,US-IA,IA,Mason City,0,IA47,NA,IA47,NA,NA,NA,0,2021-08-16T16:42:58Z
334340,US-1287,heliport,Ringgold County Heliport,40.719904,-94.22236,1218,NA,United States,US,Iowa,US-IA,IA,Mountt Ayr,0,IA49,NA,IA49,NA,NA,NA,0,2020-06-07T00:09:31Z
333424,US-1200,heliport,Mercyone New Hampton Medical Center Heliport,43.06335,-92.32208,1159,NA,United States,US,Iowa,US-IA,IA,New Hampton,0,IA50,NA,IA50,NA,NA,NA,0,2020-02-23T00:50:24Z
430232,US-7130,heliport,Iowa Speedway Heliport,41.67473,-93.01357,901,NA,United States,US,Iowa,US-IA,IA,Newton,0,NA,NA,NA,NA,NA,NA,0,2022-09-27T14:24:12Z
351261,US-6342,heliport,Petter Heliport,41.233881,-94.356047,1332,NA,United States,US,Iowa,US-IA,IA,Orient,0,IA14,NA,IA14,NA,NA,NA,0,2022-01-06T15:30:07Z
342457,US-3390,heliport,Merrill Pioneer Community Hospital Heliport,43.42178,-96.17915,1397,NA,United States,US,Iowa,US-IA,IA,Rock Rapids,0,IA39,NA,IA39,NA,NA,NA,0,2021-03-27T22:41:15Z
346412,US-4781,heliport,Sioux Center Health Heliport,43.06877,-96.159275,1397,NA,United States,US,Iowa,US-IA,IA,Sioux Center,0,IA06,NA,IA06,NA,NA,NA,0,2021-07-14T10:52:25Z
348572,US-5476,heliport,MercyOne Waterloo Medical Center Heliport,42.46115,-92.347008,940,NA,United States,US,Iowa,US-IA,IA,Waterloo,0,IA75,NA,IA75,NA,NA,NA,0,2021-10-11T01:18:34Z
354128,US-6811,heliport,Veterans Memorial Hospital Heliport,43.268011,-91.473799,1258,NA,United States,US,Iowa,US-IA,IA,Waukon,0,IA80,NA,IA80,NA,NA,NA,0,2022-04-23T11:42:08Z
345813,US-4573,heliport,Gundersen Palmer Lutheran Hospital Heliport,42.968917,-91.800867,1151,NA,United States,US,Iowa,US-IA,IA,West Union,0,IA15,NA,IA15,NA,NA,NA,0,2021-06-26T10:46:40Z
