X,Y,crash_datetime,crash_month
-93.6559071515355,42.0209197919545,2021/07/11 18:00:00+00,7
-93.6636827962098,42.0264411537702,2021/06/27 17:15:00+00,6
-93.6258834832847,42.0459275194345,2021/06/14 15:30:00+00,6
-93.6103442177691,42.0219276645812,2021/06/18 22:25:00+00,6
-93.6203893656576,42.0338975792152,2021/06/22 16:15:00+00,6
-93.6535437373195,42.011872653763,2021/08/25 08:23:00+00,8
-93.6257114643438,42.0345531873744,2021/08/20 16:54:00+00,8
-93.6104551103474,42.025944007764,2021/08/24 15:17:00+00,8
-93.647922153697,42.0267653740792,2021/08/29 15:08:00+00,8
-93.6427116928301,42.022759725597,2021/08/19 16:15:00+00,8
-93.6103011364837,42.0136328283034,2021/08/15 12:20:00+00,8
-93.5852397468512,42.0095572587081,2021/08/16 14:10:00+00,8
-93.6713893141015,42.0218209994039,2021/08/16 12:30:00+00,8
-93.610026648631,42.0026012015294,2021/08/30 17:25:00+00,8
-93.6139480320429,42.0349319429521,2021/08/11 14:32:00+00,8
-93.6787964116186,42.0345757511206,2021/08/15 15:57:00+00,8
-93.6216964445976,42.0539660908841,2021/08/17 16:49:00+00,8
-93.6519006057079,42.029543887829,2021/08/09 13:31:00+00,8
-93.6109049370057,42.0174123837707,2021/09/10 16:16:00+00,9
-93.6101843113734,42.0064641976424,2021/09/10 17:30:00+00,9
-93.6143757887353,42.022896879802,2021/09/10 18:12:00+00,9
-93.633251178579,42.0224880726219,2021/09/10 21:45:00+00,9
-93.6536672188989,42.0227518973233,2021/09/11 09:41:00+00,9
-93.6128036413263,42.0201852970897,2021/09/12 19:52:00+00,9
-93.6337700526753,42.0114881714543,2021/09/12 21:29:00+00,9
-93.645060349134,42.0161177099482,2021/08/01 15:12:00+00,8
-93.6201296371813,42.0345204353172,2021/08/02 15:30:00+00,8
-93.608978844781,42.0345351075387,2021/08/24 08:20:00+00,8
-93.6100939630802,42.0083830840517,2021/07/16 12:20:00+00,7
-93.6123254221205,42.0345443223222,2021/08/17 16:17:00+00,8
-93.6204450096075,42.0421022476122,2021/09/01 16:01:00+00,9
-93.5814252863861,42.0243294407317,2021/09/03 08:00:00+00,9
-93.6338788071474,42.0418937427891,2021/05/13 14:30:00+00,5
-93.5710430427125,42.0317399351633,2021/06/21 10:51:00+00,6
-93.6103503927779,42.0187843347691,2021/06/21 12:02:00+00,6
-93.6383956329698,42.0778857618072,2021/08/23 15:55:00+00,8
-93.6137742692702,42.0269170298516,2021/08/23 17:08:00+00,8
-93.6100395277622,42.0014212671478,2021/08/24 18:38:00+00,8
-93.6591509220213,42.0227385503407,2021/08/25 17:00:00+00,8
-93.6790768120264,42.0121117216124,2021/08/25 21:12:00+00,8
-93.6104885586152,42.028177459507,2021/07/16 14:04:00+00,7
-93.6473560210426,42.0042971455239,2021/06/22 21:09:00+00,6
-93.6555875661716,42.0227319385107,2021/06/28 14:06:00+00,6
-93.6585348395434,42.0227330800796,2021/05/03 13:50:00+00,5
-93.6137960515532,42.0279256492094,2021/04/29 09:53:00+00,4
-93.6103146558899,42.0200994859127,2021/06/18 18:56:00+00,6
-93.5974890185654,42.0344694026847,2021/06/21 18:22:00+00,6
-93.620622023236,42.0193146845428,2021/08/23 15:20:00+00,8
-93.6516981891387,42.0227360741415,2021/09/04 21:15:00+00,9
-93.6689481423439,42.0228529947046,2021/07/07 13:57:00+00,7
-93.6105314182344,42.0301316567647,2021/07/07 14:37:00+00,7
-93.6102883078478,42.0122909141364,2021/07/08 19:45:00+00,7
-93.6103419323432,42.0191626562738,2021/07/09 10:58:00+00,7
-93.611530704039,42.0096093428893,2021/07/09 18:02:00+00,7
-93.6108582074553,42.0251492847419,2021/07/09 18:31:00+00,7
-93.5540428846376,42.0230868720186,2021/09/09 14:59:00+00,9
-93.6501170399444,42.0228531194496,2021/09/09 18:34:00+00,9
-93.6387349761719,42.0092090031654,2021/09/10 16:01:00+00,9
-93.6103355150599,42.0159653523861,2021/08/24 12:07:00+00,8
-93.6663824819605,42.0119699621148,2021/08/25 08:15:00+00,8
-93.610704959609,42.038164585107,2021/08/21 12:50:00+00,8
-93.6100369990603,42.0062127957227,2021/08/21 13:21:00+00,8
-93.6336966123885,42.0113895044139,2021/08/22 10:50:00+00,8
-93.6501527242338,42.0227988779066,2021/08/22 16:54:00+00,8
-93.6450404954306,42.0488026148904,2021/08/22 18:43:00+00,8
-93.6471131372028,42.0482325424906,2021/08/27 12:05:00+00,8
-93.6202072711965,42.0263510621593,2021/08/27 13:09:00+00,8
-93.6204450096075,42.0421022476122,2021/08/27 17:04:00+00,8
-93.6754059646022,42.0087378974024,2021/08/28 01:35:00+00,8
-93.6206690201917,42.0191793317027,2021/08/13 22:12:00+00,8
-93.6159910303778,42.0062800715888,2021/08/17 17:07:00+00,8
-93.6298634565334,42.0035568484516,2021/08/18 16:47:00+00,8
-93.6103181852834,42.0154160426104,2021/08/18 18:25:00+00,8
-93.6204229142265,42.0373469088371,2021/08/18 19:22:00+00,8
-93.6203278150161,42.0312950158292,2021/08/19 11:30:00+00,8
-93.6743872134074,42.0311882603132,2021/08/19 13:45:00+00,8
-93.6427720841731,42.0227593874234,2021/08/20 12:40:00+00,8
-93.6103154309946,42.0201805410288,2021/08/20 13:08:00+00,8
-93.6103157742485,42.0151638709243,2021/08/20 13:10:00+00,8
-93.6103615502003,42.0224769737181,2021/08/20 16:09:00+00,8
-93.620404255943,42.0354286135105,2021/08/20 16:42:00+00,8
-93.6168869751986,42.0190195884582,2021/08/21 11:29:00+00,8
-93.6762867396214,42.0120831610487,2021/08/26 16:32:00+00,8
-93.6202484129175,42.0280981142583,2021/08/26 16:54:00+00,8
-93.6786540504706,42.0121052153384,2021/08/26 17:29:00+00,8
-93.6120324997144,42.0229003918884,2021/08/27 11:40:00+00,8
-93.6233320521443,42.0432664618575,2021/08/20 12:00:00+00,8
-93.618736050786,42.0278540929191,2021/09/13 20:51:00+00,9
-93.6209998783386,42.0457288836017,2021/08/04 12:24:00+00,8
-93.651671744597,42.0118652837027,2021/08/05 20:00:00+00,8
-93.6105708447705,42.0228901631732,2021/08/09 13:15:00+00,8
-93.6204246662712,42.0375270304306,2021/08/10 10:49:00+00,8
-93.6114138319647,42.0251463263914,2021/07/17 02:30:00+00,7
-93.6100478168261,42.0010249321931,2021/08/20 23:43:00+00,8
-93.5713423945286,42.0260462900632,2021/08/29 00:01:00+00,8
-93.649351925247,42.0117613449083,2021/09/04 22:54:00+00,9
-93.6203496156404,42.0322946263868,2021/09/06 00:20:00+00,9
-93.6486064908283,42.0049565749702,2021/09/12 05:17:00+00,9
-93.6168762696443,42.0229104883307,2021/06/08 07:35:00+00,6
-93.6102529876472,42.0098593209828,2021/08/17 12:28:00+00,8
-93.6100363447741,42.0010880394419,2021/08/22 10:50:00+00,8
-93.6485088848711,42.0191244886603,2021/06/14 19:00:00+00,6
-93.6584623701885,42.0227334958356,2021/07/15 14:00:00+00,7
-93.6202470064148,42.0242252964182,2021/07/19 20:07:00+00,7
-93.6102922051728,42.0114352669066,2021/07/21 10:45:00+00,7
-93.6536672188989,42.0227518973233,2021/07/22 16:45:00+00,7
-93.6257114643438,42.0345531873744,2021/07/24 21:55:00+00,7
-93.6291006756951,42.035210152565,2021/07/25 20:58:00+00,7
-93.6103156020329,42.0151458586606,2021/07/26 15:44:00+00,7
-93.6103154309946,42.0201805410288,2021/07/27 17:36:00+00,7
-93.6201825875059,42.0213255270072,2021/09/13 17:03:00+00,9
-93.6215386879943,42.0229033493509,2021/09/03 12:02:00+00,9
-93.6205762360798,42.0493788226848,2021/09/06 13:34:00+00,9
-93.6255182636312,42.0456503077734,2021/09/07 09:44:00+00,9
-93.6101968063305,41.9951338132387,2021/09/08 07:26:00+00,9
-93.6589543278297,42.01188675342,2021/08/12 19:00:00+00,8
-93.609876838587,42.0058804024276,2021/06/24 11:35:00+00,6
-93.5769633913524,42.0345023636949,2021/08/09 12:45:00+00,8
-93.6815022316577,42.0345417036593,2021/08/13 11:34:00+00,8
-93.6100363447741,42.0010880394419,2021/08/13 14:00:00+00,8
-93.6583834143565,42.0068823655408,2021/08/13 15:34:00+00,8
-93.5866887719343,42.0095408551648,2021/09/06 12:00:00+00,9
-93.6787332128409,42.0229576679615,2021/08/21 15:14:00+00,8
-93.6822481384656,42.0161728957445,2021/09/01 14:17:00+00,9
-93.619911957076,42.0083845213371,2021/09/02 17:20:00+00,9
-93.6748977897108,42.012073322837,2021/08/30 16:55:00+00,8
-93.6337822182395,42.0114971108749,2021/08/18 11:57:00+00,8
-93.6281640627509,42.0480586159749,2021/05/28 19:28:00+00,5
-93.6128378277853,42.0011001370642,2021/08/30 12:11:00+00,8
-93.6786549121218,42.012186269478,2021/08/30 13:14:00+00,8
-93.6103207706919,42.0207389206861,2021/08/31 10:00:00+00,8
-93.6102885031986,42.0110480029698,2021/08/31 12:51:00+00,8
-93.6100260464278,42.0025381584642,2021/09/01 09:41:00+00,9
-93.5813748733475,42.0214475896359,2021/07/30 16:40:00+00,7
-93.6174532624004,42.0201243531599,2021/08/04 12:14:00+00,8
-93.6589543278297,42.01188675342,2021/08/04 17:27:00+00,8
-93.6141365689826,42.0457297875471,2021/07/28 11:17:00+00,7
-93.6703171420384,42.030140322296,2021/07/29 16:30:00+00,7
-93.6542467897598,42.0227305821246,2021/07/30 10:35:00+00,7
-93.6209273039038,42.0345521490551,2021/07/31 12:53:00+00,7
-93.6220942918326,42.0229003394307,2021/08/21 19:28:00+00,8
-93.6204270051004,42.0042206886868,2021/09/04 20:25:00+00,9
-93.612593702838,42.0083787773742,2021/05/29 12:49:00+00,5
-93.6284892758303,42.0553070918895,2021/05/25 12:22:00+00,5
-93.6202221481264,42.0229104708174,2021/07/07 11:41:00+00,7
-93.6203478641287,42.032114504626,2021/08/27 20:25:00+00,8
-93.6128344889385,42.0259133153438,2021/05/24 17:13:00+00,5
-93.6103252492642,42.0212072390658,2021/08/27 12:45:00+00,8
-93.658691856474,42.0227321791179,2021/09/07 17:15:00+00,9
-93.5846751358759,42.0072454385632,2021/09/09 07:54:00+00,9
-93.6163011763941,42.0083859514178,2021/09/20 16:30:00+00,9
-93.6104866628517,42.0279793250601,2021/06/16 17:00:00+00,6
-93.6426754580238,42.022759928486,2021/05/28 13:25:00+00,5
-93.6542510199385,42.0219649995252,2021/05/31 09:53:00+00,5
-93.581330349682,42.0152332682073,2021/08/05 12:55:00+00,8
-93.6448614309489,42.0454351775354,2021/08/05 15:53:00+00,8
-93.6136909199726,42.0245307337715,2021/08/07 11:55:00+00,8
-93.6154952289907,42.0312579862131,2021/08/18 16:05:00+00,8
-93.6204442210331,42.042021192961,2021/06/13 11:32:00+00,6
-93.6106650329241,42.0251593192185,2021/09/07 12:33:00+00,9
-93.610309316271,42.0144884109955,2021/09/02 21:36:00+00,9
-93.6102718643628,42.0105707418197,2021/09/03 17:55:00+00,9
-93.6205764990612,42.0494058408665,2021/09/05 14:53:00+00,9
-93.6450404954306,42.0488026148904,2021/08/09 12:10:00+00,8
-93.6223596345314,42.0439112034906,2021/07/28 15:25:00+00,7
-93.6394984206472,42.0227326402811,2021/08/04 17:22:00+00,8
-93.659122273181,42.0199646909713,2021/08/11 15:25:00+00,8
-93.6415145294194,42.0274318253115,2021/10/16 02:29:00+00,10
-93.647947248669,42.0232886973752,2021/10/25 09:45:00+00,10
-93.6202221481264,42.0229104708174,2021/06/16 17:30:00+00,6
-93.6613253751923,42.0227620688383,2021/10/11 18:20:00+00,10
-93.6825100037139,42.0124246027526,2021/10/12 12:01:00+00,10
-93.6205819482637,42.0512071180329,2021/06/18 13:52:00+00,6
-93.5725910866255,42.034623331312,2021/10/20 07:45:00+00,10
-93.6203949712764,42.0344739686455,2021/10/12 16:24:00+00,10
-93.6206341009042,42.0193146192393,2021/09/27 21:10:00+00,9
-93.6787147268795,42.0212195100132,2021/10/08 19:28:00+00,10
-93.6786891555227,42.0097272697437,2021/10/14 19:51:00+00,10
-93.6223167132249,42.0457037379632,2021/06/22 14:32:00+00,6
-93.644299004235,42.0124833257394,2021/10/14 03:08:00+00,10
-93.608071036876,42.0051964739248,2021/10/25 13:07:00+00,10
-93.6139368506133,42.0337701566285,2021/10/07 13:30:00+00,10
-93.6204208456412,42.0421023782352,2021/09/27 14:47:00+00,9
-93.6332669209508,42.0228572552981,2021/09/12 13:25:00+00,9
-93.6106823780153,42.0345440694934,2021/08/09 09:50:00+00,8
-93.6448079467958,42.0389507682481,2021/10/05 21:15:00+00,10
-93.6517023579244,42.0219614853728,2021/08/08 02:04:00+00,8
-93.5678835697721,42.0228751246482,2021/08/13 05:09:00+00,8
-93.6180962707505,42.0229129317195,2021/08/17 16:35:00+00,8
-93.6153954186815,42.0083818043085,2021/10/07 15:54:00+00,10
-93.6392449443861,42.0082784850766,2021/11/29 18:59:00+00,11
-93.6604917911842,42.0227488554695,2021/11/28 21:55:00+00,11
-93.639324603519,42.0077916852742,2021/12/01 17:20:00+00,12
-93.6332812888629,42.0109144471633,2021/12/02 18:25:00+00,12
-93.6782530903015,42.0096037550154,2021/12/02 19:30:00+00,12
-93.6101878014969,41.9967190261641,2021/06/30 11:53:00+00,6
-93.5878324360176,42.0235762801506,2021/08/06 11:28:00+00,8
-93.6103449877327,42.0169560266601,2021/09/02 15:49:00+00,9
-93.6406251929322,42.027887120695,2021/09/28 11:05:00+00,9
-93.6787120451137,42.0209673419763,2021/11/17 17:45:00+00,11
-93.6106817456095,42.0382637807141,2021/09/10 19:48:00+00,9
-93.609876838587,42.0058804024276,2021/09/24 14:30:00+00,9
-93.620385424305,42.0334923053618,2021/10/08 14:14:00+00,10
-93.6612463612561,42.0069739880442,2021/10/04 14:13:00+00,10
-93.687788541333,42.0181122703321,2021/09/09 16:41:00+00,9
-93.6556238008693,42.0227317315459,2021/09/10 12:46:00+00,9
-93.6100560439041,42.0069422293595,2021/08/17 22:10:00+00,8
-93.6577255983262,42.022737720092,2021/08/31 07:46:00+00,8
-93.6103412892949,42.0216214564538,2021/08/24 17:08:00+00,8
-93.6203476889784,42.0320964924496,2021/11/15 00:45:00+00,11
-93.6784970603185,42.0121061434172,2021/09/22 06:24:00+00,9
-93.6090311361935,42.0083707148295,2021/11/07 12:57:00+00,11
-93.6267685192607,42.0228659042704,2021/11/09 10:45:00+00,11
-93.6102026436957,42.0083825063653,2021/11/30 07:24:00+00,11
-93.6594169298147,42.0706697836557,2021/09/28 07:37:00+00,9
-93.5927672297523,42.0060691038949,2021/11/26 19:30:00+00,11
-93.6099574316422,42.0079965258057,2021/09/11 10:23:00+00,9
-93.6201136180062,42.0229290703597,2021/11/07 02:30:00+00,11
-93.6446656259113,42.0356281511359,2021/11/08 20:45:00+00,11
-93.6689475759135,42.0227989586045,2021/10/21 17:38:00+00,10
-93.599078764871,42.005631040468,2021/11/06 22:45:00+00,11
-93.610354288638,42.017928688506,2021/11/10 13:00:00+00,11
-93.6678482698808,42.0227873469993,2021/09/21 20:03:00+00,9
-93.6425316847777,42.0024778977367,2021/09/22 17:35:00+00,9
-93.6822484539564,42.0229818602708,2021/10/01 16:34:00+00,10
-93.6786910398294,42.0223995102929,2021/10/02 21:10:00+00,10
-93.6787969766158,42.0368994363645,2021/10/03 09:52:00+00,10
-93.6786419743053,42.0121052867367,2021/11/10 20:35:00+00,11
-93.6168761825873,42.0229014822221,2021/11/19 11:59:00+00,11
-93.6136511736464,42.0229097626341,2021/09/10 16:27:00+00,9
-93.6403554355778,42.0226738228364,2021/09/10 19:27:00+00,9
-93.6714252194372,42.0229376036967,2021/09/10 22:03:00+00,9
-93.6324312862746,42.0189800280069,2021/09/11 14:10:00+00,9
-93.6168158778577,42.0229108128809,2021/09/22 08:19:00+00,9
-93.6538724567131,42.0227417217619,2021/09/19 10:42:00+00,9
-93.6393904821459,42.0083407206572,2021/09/21 12:19:00+00,9
-93.65937824442,42.0704358370754,2021/10/28 16:46:00+00,10
-93.6209468490299,42.0229065526123,2021/08/09 17:36:00+00,8
-93.6496245179582,42.0563332339443,2021/09/09 03:00:00+00,9
-93.6980212832769,42.0227699385658,2021/11/26 19:10:00+00,11
-93.6202777253593,42.0224148087999,2021/09/07 18:42:00+00,9
-93.6516988329334,42.0227991164781,2021/07/23 16:55:00+00,7
-93.6253522213112,42.053360805311,2021/06/26 15:17:00+00,6
-93.6784832941143,42.0096744472312,2021/07/24 19:28:00+00,7
-93.6121291266434,42.0228998766195,2021/07/31 15:10:00+00,7
-93.6550682021297,42.0227349037494,2021/10/13 19:08:00+00,10
-93.6104549380274,42.0259259955347,2021/10/15 15:25:00+00,10
-93.6251889031991,42.0083468952129,2021/10/17 16:02:00+00,10
-93.6555634097063,42.0227320764808,2021/11/12 07:37:00+00,11
-93.6121143316926,42.0263945064653,2021/11/12 17:14:00+00,11
-93.6155445006112,42.0363644413503,2021/11/03 12:56:00+00,11
-93.6585710742204,42.0227328721844,2021/10/27 19:25:00+00,10
-93.6202456989232,42.0278189253163,2021/10/29 12:48:00+00,10
-93.6202456989232,42.0278189253163,2021/10/30 11:25:00+00,10
-93.6121160596119,42.0265746286853,2021/10/30 15:52:00+00,10
-93.6584626489639,42.0227605139435,2021/10/31 15:41:00+00,10
-93.6102844105539,42.0131465612395,2021/11/06 10:00:00+00,11
-93.6034515127019,42.0083281302993,2021/08/10 18:03:00+00,8
-93.6143757887353,42.022896879802,2021/11/01 13:34:00+00,11
-93.658990556347,42.0118865454357,2021/10/18 16:45:00+00,10
-93.6555877512105,42.0227499505929,2021/11/10 17:33:00+00,11
-93.6323804710713,42.0418839950079,2021/11/11 15:14:00+00,11
-93.639426807396,41.9974965677736,2021/10/25 20:25:00+00,10
-93.6103655125148,42.0228912552346,2021/08/03 18:14:00+00,8
-93.6202470996897,42.0279630228365,2021/11/23 20:31:00+00,11
-93.610315172626,42.0201535226569,2021/11/24 13:25:00+00,11
-93.6101834244203,42.0076350606615,2021/11/28 15:36:00+00,11
-93.6444021953375,42.02270521442,2021/10/07 17:13:00+00,10
-93.6556966806043,42.0262979156902,2021/10/12 14:17:00+00,10
-93.5711325490632,42.0268939528189,2021/10/13 07:16:00+00,10
-93.6460183904552,42.0355935254103,2021/10/03 14:40:00+00,10
-93.6786540504706,42.0121052153384,2021/04/16 10:34:00+00,4
-93.6594287211906,42.0227369546941,2021/04/20 16:00:00+00,4
-93.6481569326344,42.011822138381,2021/04/01 14:21:00+00,4
-93.6447998435191,42.0381492310866,2021/10/21 07:58:00+00,10
-93.6415237440631,42.045165673002,2021/10/14 16:00:00+00,10
-93.6749460943849,42.0120730388119,2021/10/04 12:30:00+00,10
-93.6321717876678,42.0147303502724,2021/09/11 15:30:00+00,9
-93.6589543278297,42.01188675342,2021/04/28 13:05:00+00,4
-93.658918099312,42.0118869613928,2021/10/02 14:10:00+00,10
-93.610380864227,42.0232334235395,2021/09/01 11:55:00+00,9
-93.609907354576,42.0065467289642,2021/10/14 14:07:00+00,10
-93.6153419782761,42.0216307832682,2021/04/17 17:21:00+00,4
-93.6509964998986,42.0214431097155,2021/06/15 11:25:00+00,6
-93.6788084920363,42.0345756796753,2021/11/13 14:10:00+00,11
-93.6154469092282,42.031258245316,2021/12/01 08:02:00+00,12
-93.6380223355913,42.033359594394,2021/12/11 08:20:00+00,12
-93.6517586723312,42.0227447372881,2021/12/15 11:15:00+00,12
-93.6744267239601,42.0120670849926,2021/10/19 14:33:00+00,10
-93.6101578616093,42.0011684531003,2021/12/06 19:20:00+00,12
-93.6558076581937,42.025342585797,2021/12/08 11:55:00+00,12
-93.6089539904168,42.0028140489384,2021/12/08 17:10:00+00,12
-93.6222204242222,42.0147757189337,2021/12/09 07:55:00+00,12
-93.6102176259155,41.9935215172047,2021/12/09 08:00:00+00,12
-93.6394892287839,42.0061425609786,2021/11/18 06:35:00+00,11
-93.6359098791106,42.0214105979675,2021/10/08 10:25:00+00,10
-93.6329701942141,42.0148610491028,2021/10/14 11:31:00+00,10
-93.6104084941464,42.0160190038471,2021/12/04 13:20:00+00,12
-93.6184082722981,42.0301795535895,2021/12/13 12:15:00+00,12
-93.6556627134761,42.0253434138612,2021/12/15 10:29:00+00,12
-93.6105902526941,42.031230144786,2021/12/15 13:14:00+00,12
-93.6102928078266,42.0114983098706,2021/09/18 22:09:00+00,9
-93.618535441435,42.0383117906951,2021/10/22 08:56:00+00,10
-93.6101611033864,42.0027716124939,2021/10/22 17:27:00+00,10
-93.6479614813051,42.0306379736244,2021/10/08 15:20:00+00,10
-93.6323037441915,42.0280503493963,2021/10/04 11:50:00+00,10
-93.6415173004655,42.0289088862838,2021/10/17 22:29:00+00,10
-93.64991170937,42.0228542822511,2021/10/20 19:00:00+00,10
-93.6204074093282,42.0357528324846,2021/06/06 17:25:00+00,6
-93.6203002291464,42.0272151905322,2021/10/19 14:09:00+00,10
-93.6205083064821,42.0510904312885,2021/10/11 08:21:00+00,10
-93.6168641912871,42.0229105532432,2021/10/11 08:45:00+00,10
-93.6131513197621,42.0174004060635,2021/10/11 16:07:00+00,10
-93.6204074829064,42.0332760287018,2021/09/20 17:17:00+00,9
-93.6200569517601,42.0083927447981,2021/10/23 19:47:00+00,10
-93.6101636848635,42.003041797036,2021/09/30 16:54:00+00,9
-93.6104551103474,42.025944007764,2021/06/03 18:11:00+00,6
-93.6574237644617,42.0344749971037,2021/09/17 07:32:00+00,9
-93.6103391764082,42.0188744602503,2021/09/20 14:14:00+00,9
-93.6501413799842,42.0228709947267,2021/09/22 07:11:00+00,9
-93.6554909403093,42.0227324903609,2021/09/22 17:54:00+00,9
-93.6103802612383,42.0231703807059,2021/02/11 11:31:00+00,2
-93.6099832174944,42.0081675141971,2021/10/01 16:00:00+00,10
-93.6786992329192,42.0174908815004,2021/10/02 15:07:00+00,10
-93.610273321584,42.0157765447055,2021/10/02 21:33:00+00,10
-93.6103232683441,42.0210000982488,2021/10/15 15:24:00+00,10
-93.6323805603757,42.04189300106,2021/10/15 22:02:00+00,10
-93.6092904515925,42.0228879603815,2021/10/17 16:13:00+00,10
-93.6204102999769,42.0360500331945,2021/10/01 11:20:00+00,10
-93.6102843475057,42.0118766318461,2021/09/17 16:35:00+00,9
-93.612593702838,42.0083787773742,2021/09/02 18:03:00+00,9
-93.6786540504706,42.0121052153384,2021/06/18 15:13:00+00,6
-93.6202520900034,42.0284763702222,2021/09/14 14:56:00+00,9
-93.6162460010951,42.0201848805364,2021/09/15 19:53:00+00,9
-93.6593616245068,42.067661931523,2021/10/18 06:00:00+00,10
-93.5685357261907,42.0228628896807,2021/10/17 01:45:00+00,10
-93.610283998745,42.0168933048335,2021/10/14 17:16:00+00,10
-93.642129785192,42.0501519034001,2021/09/21 16:28:00+00,9
-93.6163809699775,42.0229041425953,2021/10/01 08:54:00+00,10
-93.6195573548773,42.0278406560575,2021/10/04 18:20:00+00,10
-93.6372835577442,42.0162422095347,2021/10/24 18:00:00+00,10
-93.614158378243,42.0228980432978,2021/10/07 18:25:00+00,10
-93.6379885972888,42.0263616834107,2021/10/05 19:30:00+00,10
-93.6928275619926,42.0150017178132,2021/10/22 05:48:00+00,10
-93.5815341233751,42.0481962781109,2021/10/25 21:10:00+00,10
-93.635890083882,42.0206361421038,2021/09/03 08:00:00+00,9
-93.6447676425233,42.0361589646107,2021/09/03 13:30:00+00,9
-93.6102300490068,42.0011410495384,2021/09/29 10:50:00+00,9
-93.6786540504706,42.0121052153384,2021/08/16 12:17:00+00,8
-93.5654319613274,42.0229232540864,2021/09/16 21:42:00+00,9
-93.6474823828918,42.0191392902588,2021/09/24 00:00:00+00,9
-93.6202676715268,42.028836548697,2021/09/24 15:25:00+00,9
-93.6106582168679,42.0345441980425,2021/09/24 13:52:00+00,9
-93.6530216407902,42.0068769672714,2021/09/27 15:59:00+00,9
-93.6106753743682,42.0363364118094,2021/10/28 09:42:00+00,10
-93.6647670807741,42.021526300647,2021/09/12 00:47:00+00,9
-93.6101916869816,42.0084996504121,2021/10/08 17:17:00+00,10
-93.6851433485052,42.0214785335464,2021/10/16 19:45:00+00,10
-93.6688871848495,42.0227993105498,2021/10/18 16:24:00+00,10
-93.6139288893762,42.0228992709856,2021/10/21 19:06:00+00,10
-93.6666529028877,42.0228303222342,2021/10/08 14:09:00+00,10
-93.6334482743779,42.0228742677476,2021/10/08 16:07:00+00,10
-93.6407587245193,42.0087023614653,2021/10/10 20:09:00+00,10
-93.6203677387219,42.0329159811253,2021/10/24 15:03:00+00,10
-93.6517450275581,42.0190431131907,2021/10/24 17:54:00+00,10
-93.5748763414888,42.0227682623702,2021/10/13 16:33:00+00,10
-93.5711093024877,42.0296951136082,2021/10/24 17:49:00+00,10
-93.6340868150833,42.0032543919526,2021/05/12 17:20:00+00,5
-93.6703455945641,42.0179002346297,2021/10/22 20:18:00+00,10
-93.610338619255,42.0213422666762,2021/10/27 19:14:00+00,10
-93.6204052194719,42.0355276804212,2021/10/28 17:57:00+00,10
-93.6201378622302,42.0229379459524,2021/10/29 19:49:00+00,10
-93.6136512602483,42.0229187687482,2021/10/30 14:50:00+00,10
-93.6575081902055,42.0227389656903,2021/10/21 22:00:00+00,10
-93.6161941176318,42.0010461431807,2021/10/22 17:28:00+00,10
-93.601349397183,42.005673207314,2021/10/23 10:30:00+00,10
-93.6101583778702,42.0012224900249,2021/10/23 19:53:00+00,10
-93.6416436787492,42.0210544519461,2021/10/15 05:20:00+00,10
-93.6787253585028,42.0222191760488,2021/11/07 00:56:00+00,11
-93.644426624679,42.0227320969821,2021/11/09 10:50:00+00,11
-93.6486302225816,42.0227444456806,2021/11/10 14:14:00+00,11
-93.6121143316926,42.0263945064653,2021/11/22 16:52:00+00,11
-93.6222204242222,42.0147757189337,2021/12/09 08:00:00+00,12
-93.6202689848384,42.0289716400977,2021/12/13 17:43:00+00,12
-93.6290219623156,42.0480539173345,2021/12/14 13:24:00+00,12
-93.6301334745651,42.0455890355789,2021/12/15 12:45:00+00,12
-93.610315172626,42.0201535226569,2021/11/24 09:07:00+00,11
-93.6102250483779,42.0094631791917,2021/11/18 17:26:00+00,11
-93.5409895828452,42.0292736137955,2021/11/18 18:06:00+00,11
-93.6256156529499,42.0420291469422,2021/11/19 07:12:00+00,11
-93.6713911142885,42.0219921136628,2021/11/19 09:01:00+00,11
-93.6541743203454,42.0227309951734,2021/12/04 11:21:00+00,12
-93.6448290083797,42.0458136342139,2021/12/04 12:25:00+00,12
-93.5956394519971,42.0058741037377,2021/10/23 19:17:00+00,10
-93.6036287591439,42.002806148998,2021/10/30 01:00:00+00,10
-93.6067557145616,42.005293500092,2021/11/02 07:48:00+00,11
-93.633000235807,42.0105827534805,2021/10/28 07:55:00+00,10
-93.6479657803724,42.0310612575999,2021/09/24 12:20:00+00,9
-93.6378044258681,42.0345226511599,2021/09/27 16:00:00+00,9
-93.6598098743771,42.0117017070436,2021/12/09 07:30:00+00,12
-93.6516971157811,42.0214481405366,2021/11/04 20:29:00+00,11
-93.6578222241532,42.0227371663606,2021/11/04 20:51:00+00,11
-93.6447347310201,42.0305120394113,2021/11/10 16:30:00+00,11
-93.6865840455339,42.0229109751115,2021/10/24 03:45:00+00,10
-93.6127165361093,42.0174027277601,2021/11/12 04:33:00+00,11
-93.6417996591038,42.0257550100287,2021/10/08 11:00:00+00,10
-93.5930820220863,42.0061575439509,2021/09/04 20:05:00+00,9
-93.6467507674208,42.0303746053532,2021/12/09 13:00:00+00,12
-93.6224915342606,42.0041824916869,2021/11/25 22:55:00+00,11
-93.6496207307595,42.0227478506071,2021/11/29 18:53:00+00,11
-93.612970159913,42.0174013736372,2021/11/16 18:07:00+00,11
-93.6442916970928,41.99739731279,2021/03/15 13:01:00+00,3
-93.5809377557301,42.0344643034408,2021/04/21 13:54:00+00,4
