X,Y,crash_datetime,crash_month
-93.6696073846174,42.0120052342579,2021/06/13 08:58:00+00,6
-93.6921601226488,42.0180499658535,2021/06/12 10:15:00+00,6
-93.6392941482793,42.0083682770026,2021/05/24 17:18:00+00,5
-93.6787964116186,42.0345757511206,2021/05/25 15:17:00+00,5
-93.6204057450351,42.0355817169172,2021/05/03 15:50:00+00,5
-93.6252466498506,42.0228742043961,2021/05/18 18:17:00+00,5
-93.6616335539223,42.0245255799512,2021/06/02 00:30:00+00,6
-93.6100270787774,42.0026462322897,2021/06/06 16:38:00+00,6
-93.6312250314031,42.0093676324938,2021/02/04 12:34:00+00,2
-93.6497605866077,42.0246204253848,2021/03/11 14:00:00+00,3
-93.6376841609749,42.034577358726,2021/03/19 15:45:00+00,3
-93.6115188001952,42.0083664956328,2021/05/24 10:30:00+00,5
-93.6130108472543,42.0228951710337,2021/06/03 17:05:00+00,6
-93.610033901591,42.0058885744428,2021/06/04 07:58:00+00,6
-93.6147744613649,42.022903751769,2021/06/04 08:14:00+00,6
-93.6100306364332,42.0017545590015,2021/06/04 13:16:00+00,6
-93.6102594717542,42.034537312267,2021/06/04 14:44:00+00,6
-93.6141902980713,42.0048756839443,2021/06/05 15:07:00+00,6
-93.6206893665627,42.0560340361498,2021/06/08 07:21:00+00,6
-93.6798386319714,42.0201410771411,2021/06/08 08:07:00+00,6
-93.6214047379379,42.0599930343004,2021/06/09 21:02:00+00,6
-93.6495482864538,42.0500381055657,2021/06/10 19:33:00+00,6
-93.6325763564971,42.0092431077374,2021/05/03 10:05:00+00,5
-93.5896910403424,42.0064091859028,2021/05/19 22:21:00+00,5
-93.687791452787,42.0183824499946,2021/05/21 16:47:00+00,5
-93.6092744110874,42.0174120436065,2021/05/21 18:00:00+00,5
-93.6120649899793,42.0010952538342,2021/05/27 17:47:00+00,5
-93.5708507441512,42.0345509410679,2021/05/28 17:19:00+00,5
-93.6146132196987,42.0312446994418,2021/05/29 15:15:00+00,5
-93.6103655125148,42.0228912552346,2021/05/31 06:49:00+00,5
-93.6647924805657,42.0228050862956,2021/04/27 22:43:00+00,4
-93.621427895516,42.0512115472697,2021/06/07 19:15:00+00,6
-93.6330973227975,42.003322899784,2021/02/21 10:50:00+00,2
-93.6322839239027,42.0162968784527,2021/05/29 09:39:00+00,5
-93.6130156729553,42.0259123478262,2021/05/29 11:57:00+00,5
-93.6552021632463,42.0346047857953,2021/05/03 15:15:00+00,5
-93.627620277949,42.0345517720734,2021/06/15 10:21:00+00,6
-93.6821551851249,42.0187763476819,2021/06/14 22:30:00+00,6
-93.6393404579712,42.0069629900898,2021/06/16 12:13:00+00,6
-93.6121960020657,42.0298706065914,2021/05/12 21:26:00+00,5
-93.6447626356443,42.0356636324246,2021/03/31 15:01:00+00,3
-93.6418115926155,42.0209364276942,2021/03/11 01:07:00+00,3
-93.5698633818726,42.0403290536737,2021/05/17 08:01:00+00,5
-93.6100607765158,42.0074375673253,2021/05/06 17:50:00+00,5
-93.6218024025733,42.0512005123447,2021/05/07 16:36:00+00,5
-93.5712094586585,42.0273889318772,2021/05/09 19:16:00+00,5
-93.6102734139494,42.0107328523221,2021/05/13 15:03:00+00,5
-93.6206085131576,42.0539359528651,2021/05/14 15:31:00+00,5
-93.6392941482793,42.0083682770026,2021/05/14 15:50:00+00,5
-93.6204486020427,42.0424714965642,2021/05/14 18:20:00+00,5
-93.6100240932742,42.0048618736005,2021/05/17 07:56:00+00,5
-93.653286651042,42.0068124131719,2021/05/09 20:27:00+00,5
-93.6322831210082,42.0162158236193,2021/05/11 11:28:00+00,5
-93.6205819482637,42.0512071180329,2021/05/19 08:45:00+00,5
-93.6100939630802,42.0083830840517,2021/05/13 21:10:00+00,5
-93.610046956554,42.0009348706468,2021/06/09 19:50:00+00,6
-93.6143274752937,42.0228971383922,2021/06/10 12:40:00+00,6
-93.6194153924741,42.0194382879034,2021/06/18 11:54:00+00,6
-93.6208472522508,42.0312922073166,2021/06/06 18:30:00+00,6
-93.6100296041099,42.0016464851592,2021/06/16 17:07:00+00,6
-93.6129076688841,42.008377101385,2021/06/07 15:56:00+00,6
-93.6204416800933,42.0417600168547,2021/06/08 19:19:00+00,6
-93.6787012312381,42.0097271983437,2021/06/09 12:40:00+00,6
-93.6123789202489,42.0010935795254,2021/06/09 12:50:00+00,6
-93.6106850507949,42.0348232586088,2021/06/15 16:19:00+00,6
-93.6100939630802,42.0083830840517,2021/04/22 10:50:00+00,4
-93.5713522962633,42.0258030631259,2021/01/25 17:59:00+00,1
-93.651671744597,42.0118652837027,2021/03/21 14:15:00+00,3
-93.6418057579063,42.0323657926863,2021/02/25 15:54:00+00,2
-93.6689481423439,42.0228529947046,2021/02/16 12:33:00+00,2
-93.637224284662,42.0538449010721,2021/04/05 13:25:00+00,4
-93.6337822182395,42.0114971108749,2021/04/08 06:54:00+00,4
-93.5689177574787,42.0345515320003,2021/04/09 08:06:00+00,4
-93.6250125225099,42.0038985947836,2021/05/04 05:50:00+00,5
-93.6972241263394,42.0227747835925,2021/03/07 07:46:00+00,3
-93.6107019223484,42.0201784853544,2021/05/20 11:44:00+00,5
-93.6115819340377,42.0010888218658,2021/05/20 12:00:00+00,5
-93.6209082083667,42.0512053534267,2021/05/20 16:50:00+00,5
-93.6589543278297,42.01188675342,2021/06/15 15:59:00+00,6
-93.6202895392778,42.0211448175151,2021/06/09 15:50:00+00,6
-93.6393466722708,41.9894901306261,2021/06/12 18:11:00+00,6
-93.6103154309946,42.0201805410288,2021/06/14 15:14:00+00,6
-93.615550586159,42.0332391330236,2021/06/14 15:26:00+00,6
-93.6103493797697,42.0174153392192,2021/06/14 18:47:00+00,6
-93.6555875661716,42.0227319385107,2021/03/08 16:00:00+00,3
-93.6103426673947,42.0217655543982,2021/02/26 15:05:00+00,2
-93.6136510870445,42.0229007565201,2021/02/27 10:54:00+00,2
-93.6333390332861,42.0228208311265,2021/02/28 16:40:00+00,2
-93.6106334634128,42.0332203653462,2021/03/08 19:03:00+00,3
-93.5578476186276,42.0230684439146,2021/05/16 22:15:00+00,5
-93.5904150583831,42.0063514245654,2021/05/22 21:03:00+00,5
-93.6234125807842,42.0539747949181,2021/02/25 14:30:00+00,2
-93.6187157056669,42.0469300830888,2021/02/26 07:40:00+00,2
-93.6121169464566,42.0216300140338,2021/02/26 13:44:00+00,2
-93.6113291941333,42.0251377706342,2021/03/03 21:57:00+00,3
-93.6296596194029,42.0086016629341,2021/02/12 11:17:00+00,2
-93.6841579225446,42.0174404619115,2021/03/08 07:51:00+00,3
-93.663610279653,42.038051020224,2021/03/05 17:45:00+00,3
-93.5698528290497,42.0405002306563,2021/02/13 11:30:00+00,2
-93.6462266879798,42.0036730468505,2021/03/23 18:57:00+00,3
-93.6101990030935,42.0092651724769,2021/03/24 11:05:00+00,3
-93.642994140313,42.0028355723508,2021/03/28 05:00:00+00,3
-93.6325982031152,42.0199788384709,2021/03/29 03:31:00+00,3
-93.6335779960742,42.0116063173826,2021/03/18 15:40:00+00,3
-93.6149229173937,42.0345484486438,2021/03/19 07:41:00+00,3
-93.6296495686576,41.9977847856762,2021/03/19 11:42:00+00,3
-93.6487859505723,42.0214286060601,2021/03/19 00:00:00+00,3
-93.6187931809569,42.0250257217619,2021/03/19 17:25:00+00,3
-93.6103412892949,42.0216214564538,2021/03/20 15:42:00+00,3
-93.6205164839081,42.0457224915475,2021/01/24 15:13:00+00,1
-93.6787299561284,42.0226514640094,2021/01/25 17:29:00+00,1
-93.6806472892828,42.0121564593048,2021/01/26 16:08:00+00,1
-93.616872919882,42.0250630777063,2021/03/12 13:45:00+00,3
-93.6202337071905,42.0278279966848,2021/01/03 14:01:00+00,1
-93.6240886669502,42.0576097561981,2021/01/04 10:00:00+00,1
-93.6106499404404,42.0336796123039,2021/01/05 10:56:00+00,1
-93.6168762696443,42.0229104883307,2021/01/05 12:09:00+00,1
-93.6249088874865,42.0192193731515,2021/02/22 17:13:00+00,2
-93.6526769872096,42.022775545458,2021/02/24 17:38:00+00,2
-93.6205164839081,42.0457224915475,2021/03/05 18:55:00+00,3
-93.6570326862582,42.0270017942771,2021/03/17 14:00:00+00,3
-93.6493528412911,42.0118514056037,2021/03/17 21:03:00+00,3
-93.6272207843238,42.0037424441823,2021/04/25 01:11:00+00,4
-93.6773463543129,42.0220291776563,2021/02/22 14:52:00+00,2
-93.6526154393969,42.0191192268103,2021/02/13 02:00:00+00,2
-93.6786540504706,42.0121052153384,2021/03/10 06:57:00+00,3
-93.6316915948011,42.0345474502895,2021/01/01 12:50:00+00,1
-93.6089885053682,41.9899704269323,2021/01/02 15:57:00+00,1
-93.6556359044381,42.0333143720057,2021/01/02 23:26:00+00,1
-93.5838747559766,42.0227228419487,2021/01/10 21:28:00+00,1
-93.6333390332861,42.0228208311265,2021/01/12 11:11:00+00,1
-93.6202920967227,42.0301063424548,2021/01/12 15:04:00+00,1
-93.6145115921198,42.0332356938708,2021/01/14 18:31:00+00,1
-93.6787332128409,42.0229576679615,2021/01/22 14:07:00+00,1
-93.6570422153438,42.0244078490976,2021/01/23 18:25:00+00,1
-93.6102895363004,42.0111560766293,2021/01/22 18:14:00+00,1
-93.6570440009203,42.0234081098855,2021/01/02 03:00:00+00,1
-93.5813864417617,42.0227174593734,2021/01/19 03:55:00+00,1
-93.6333390332861,42.0228208311265,2021/01/19 08:29:00+00,1
-93.6202221481264,42.0229104708174,2021/01/20 10:17:00+00,1
-93.6103373234425,42.0161544811245,2021/01/20 12:46:00+00,1
-93.6714126674382,42.0228926442892,2021/01/13 09:29:00+00,1
-93.5813697688214,42.0222131751566,2021/01/27 17:54:00+00,1
-93.6126420053084,42.0083785195856,2021/01/28 16:24:00+00,1
-93.6103179285761,42.0204417186173,2021/01/28 20:30:00+00,1
-93.6484592031927,42.0118564575133,2021/01/30 17:45:00+00,1
-93.6068154786901,42.0344474932667,2021/01/30 17:46:00+00,1
-93.6469396321277,42.0227900130551,2021/01/15 09:22:00+00,1
-93.6393655596618,42.0227333804317,2021/01/17 10:20:00+00,1
-93.5627872516819,42.0229902912851,2021/01/07 18:30:00+00,1
-93.6202239898397,42.026828320037,2021/01/07 19:50:00+00,1
-93.6301841192045,42.0458229275173,2021/01/30 18:14:00+00,1
-93.6557266220716,42.0280360112367,2021/01/09 01:17:00+00,1
-93.6103135362997,42.0199824062985,2021/01/26 14:10:00+00,1
-93.6591496197139,42.0226124658534,2021/01/27 09:12:00+00,1
-93.6100363447741,42.0010880394419,2021/01/27 10:44:00+00,1
-93.6116899633928,42.0174082030095,2021/01/26 18:00:00+00,1
-93.6517458552469,42.0191241676749,2021/01/13 23:50:00+00,1
-93.6102693441313,42.0027260040489,2021/01/19 12:50:00+00,1
-93.6447626356443,42.0356636324246,2021/01/11 22:12:00+00,1
-93.6100263905437,42.002574183073,2021/01/30 13:49:00+00,1
-93.6493548566028,42.0120495391286,2021/01/22 02:00:00+00,1
-93.5992003612663,42.0057204718615,2021/02/07 09:24:00+00,2
-93.6517053929119,42.0222586849935,2021/02/07 22:00:00+00,2
-93.6394547494997,42.0099345297516,2021/02/07 22:30:00+00,2
-93.6077200058522,42.0228692662178,2021/02/08 03:05:00+00,2
-93.5712530549056,42.0228133718115,2021/02/08 05:59:00+00,2
-93.5710324712962,42.0292091408673,2021/02/08 07:25:00+00,2
-93.6475000862683,42.0161219864123,2021/01/30 10:56:00+00,1
-93.6180962707505,42.0229129317195,2021/01/12 08:21:00+00,1
-93.6501527242338,42.0227988779066,2021/02/03 20:15:00+00,2
-93.6710671525798,42.0084120880738,2021/02/04 15:10:00+00,2
-93.642702184684,42.0206162143107,2021/02/04 20:15:00+00,2
-93.6392590036548,42.0084765518699,2021/02/05 17:10:00+00,2
-93.6098218436945,42.0216152107881,2021/01/06 11:26:00+00,1
-93.6580161141039,42.0251408084509,2021/01/07 07:59:00+00,1
-93.5713511672953,42.0256769766271,2021/01/08 00:11:00+00,1
-93.6100546433564,42.0004754925714,2021/01/14 16:13:00+00,1
-93.6322848160117,42.0163869393774,2021/02/05 10:00:00+00,2
-93.6202307306523,42.027521789442,2021/01/29 13:12:00+00,1
-93.6787012312381,42.0097271983437,2021/01/13 03:43:00+00,1
-93.6589551644639,42.0119678078887,2021/02/04 20:00:00+00,2
-93.633592113896,42.0032931499882,2021/02/08 07:11:00+00,2
-93.6397177110139,42.009662866761,2021/02/04 08:26:00+00,2
-93.6471328843525,42.0227889236689,2021/02/04 12:46:00+00,2
-93.6463988672609,42.0194876470984,2021/02/04 13:31:00+00,2
-93.6205495572261,42.0193150763371,2021/01/24 14:27:00+00,1
-93.6485088848711,42.0191244886603,2021/01/17 11:35:00+00,1
-93.6412128027175,42.0562994801298,2021/01/12 08:47:00+00,1
-93.6336516151424,42.0007709719005,2021/01/28 14:07:00+00,1
-93.6205381261733,42.0255927219636,2021/02/01 08:29:00+00,2
-93.6205819482637,42.0512071180329,2021/02/02 17:06:00+00,2
-93.627620277949,42.0345517720734,2021/02/03 07:47:00+00,2
-93.6103647372728,42.0228102001577,2021/02/03 09:57:00+00,2
-93.6122046164183,42.0345449667461,2021/02/04 07:26:00+00,2
-93.6634221190489,42.0199579322694,2021/02/23 06:03:00+00,2
-93.6525079838199,42.0227855129023,2021/02/23 18:30:00+00,2
-93.6106823780153,42.0345440694934,2021/03/03 18:01:00+00,3
-93.6106677109679,42.0342739507401,2021/04/30 08:05:00+00,4
-93.5864999369773,42.0073892417408,2021/04/07 07:14:00+00,4
-93.6589551644639,42.0119678078887,2021/02/05 15:45:00+00,2
-93.6394513600051,42.0035668842202,2021/04/09 11:32:00+00,4
-93.6146174426722,42.0229045926583,2021/05/08 12:39:00+00,5
-93.6570395953145,42.0253265338271,2021/02/17 11:59:00+00,2
-93.6616153459357,42.0227694043387,2021/02/19 19:57:00+00,2
-93.6721178540358,42.0198893298151,2021/01/11 15:45:00+00,1
-93.639478540377,42.0098983708445,2021/01/23 20:13:00+00,1
-93.5749483251855,42.0227138623205,2021/02/24 09:11:00+00,2
-93.5828595397042,42.0253038837306,2021/02/08 09:05:00+00,2
-93.6511311549156,42.0228023382059,2021/01/12 12:29:00+00,1
-93.6792942788262,42.0121194414395,2021/01/22 07:00:00+00,1
-93.6787332128409,42.0229576679615,2021/01/30 12:00:00+00,1
-93.6203961975274,42.0346000538256,2021/02/12 17:26:00+00,2
-93.6202221481264,42.0229104708174,2021/07/02 14:00:00+00,7
-93.6423357041626,41.9973992679209,2021/07/02 16:46:00+00,7
-93.6098822343342,42.0216148899256,2021/07/06 17:00:00+00,7
-93.6104551103474,42.025944007764,2021/06/21 12:20:00+00,6
-93.6205164839081,42.0457224915475,2021/07/05 12:43:00+00,7
-93.6100939630802,42.0083830840517,2021/07/06 08:19:00+00,7
-93.6099427695997,42.02289350244,2021/07/06 09:20:00+00,7
-93.6097374373092,42.022894593378,2021/07/22 12:51:00+00,7
-93.5941681231933,42.0060798743781,2021/06/27 23:33:00+00,6
-93.6143395536542,42.0228970737466,2021/07/12 12:15:00+00,7
-93.610033901591,42.0058885744428,2021/05/25 14:11:00+00,5
-93.6204450096075,42.0421022476122,2021/06/22 08:25:00+00,6
-93.6100363447741,42.0010880394419,2021/07/19 11:14:00+00,7
-93.6519048217422,42.02640958026,2021/06/26 23:29:00+00,6
-93.6136510870445,42.0229007565201,2021/03/16 17:05:00+00,3
-93.6102526433155,42.0098232964215,2021/06/26 16:02:00+00,6
-93.6092085406628,42.0320210578914,2021/07/11 03:00:00+00,7
-93.6728079201015,42.0085820297563,2021/07/17 01:30:00+00,7
-93.6432850721477,42.03051116675,2021/05/27 22:41:00+00,5
-93.6268229363809,42.0234870607342,2021/06/24 00:00:00+00,6
-93.6786540504706,42.0121052153384,2021/06/25 14:52:00+00,6
-93.6517063126141,42.0223487454815,2021/06/27 17:15:00+00,6
-93.5812065820784,42.0082717931271,2021/06/28 14:19:00+00,6
-93.6330572889212,42.0455549326758,2021/06/29 13:27:00+00,6
-93.653247988316,41.997130535732,2021/06/29 15:50:00+00,6
-93.6100270787774,42.0026462322897,2021/03/06 11:30:00+00,3
-93.6479844516683,42.0305207586818,2021/07/15 17:23:00+00,7
-93.6448834427102,42.0356629537195,2021/07/12 16:00:00+00,7
-93.6100248675964,42.0049429289369,2021/06/24 07:25:00+00,6
-93.623353502059,42.0083658836281,2021/06/23 13:20:00+00,6
-93.6124479630063,42.0259153784257,2021/07/09 22:25:00+00,7
-93.6466418445013,42.0112812816713,2021/07/10 15:34:00+00,7
-93.6519048217422,42.02640958026,2021/06/23 17:56:00+00,6
-93.6147036256868,42.0042604870194,2021/06/25 11:37:00+00,6
-93.6100364003427,42.0023579712496,2021/07/01 16:55:00+00,7
-93.6394063093166,42.0147443180067,2021/07/02 01:55:00+00,7
-93.6104769258213,42.0269616343825,2021/07/09 12:20:00+00,7
-93.6220942918326,42.0229003394307,2021/07/09 20:50:00+00,7
-93.6121751945736,42.0289610542864,2021/07/14 11:53:00+00,7
-93.6100263045147,42.0025651769208,2021/06/28 17:15:00+00,6
-93.6494400152646,42.0227939061027,2021/06/29 15:34:00+00,6
-93.6103493797697,42.0174153392192,2021/07/11 17:47:00+00,7
-93.6100363447741,42.0010880394419,2021/07/12 18:20:00+00,7
-93.6079914852163,42.0057192784077,2021/06/30 09:56:00+00,6
-93.646718463324,41.9973836664173,2021/06/30 11:23:00+00,6
-93.6202709986003,42.0291787802391,2021/06/30 17:35:00+00,6
-93.6136510870445,42.0229007565201,2021/07/01 12:10:00+00,7
-93.6203879642785,42.0337534818484,2021/06/24 13:35:00+00,6
-93.6226517105852,42.0267971628269,2021/06/24 16:45:00+00,6
-93.6062842582158,41.9899757344737,2021/07/10 17:15:00+00,7
